tweet_id,sc,bmc,av,fv,ip,hri,prc,nwo,sat
30061,0,0,0,0,0,0,0,0,0
30062,0,0,0,1,0,0,0,0,0
30063,0,0,1,1,1,0,1,1,1
30064,0,0,0,0,0,0,0,0,0
30065,0,0,0,1,0,0,0,0,0
30066,0,0,0,0,0,0,0,0,0
30067,0,0,0,1,0,0,0,1,1
30068,0,0,1,1,1,0,1,0,1
30069,0,0,0,0,0,0,0,0,0
30070,0,0,0,0,0,0,0,0,0
30071,0,0,0,0,0,0,0,0,0
30072,0,0,0,0,0,0,0,0,0
30073,0,0,0,0,0,0,0,0,0
30074,0,0,1,0,0,0,0,0,0
30075,0,0,0,0,0,0,0,0,0
30076,0,0,0,0,0,0,0,0,0
30077,0,0,0,1,1,0,1,1,0
30078,0,0,0,0,0,0,0,0,0
30079,0,0,1,1,1,0,1,1,1
30080,0,0,0,0,0,0,0,0,0
30081,0,1,1,1,1,0,1,1,1
30082,0,0,0,0,0,0,0,0,0
30083,0,0,0,0,0,0,0,0,0
30084,0,0,0,0,0,0,0,0,0
30085,0,0,0,0,0,0,0,0,0
30086,1,0,1,1,1,0,0,0,1
30087,0,1,0,1,1,0,1,0,0
30088,0,0,0,0,0,0,0,0,0
30089,0,0,0,0,0,0,0,0,0
30090,0,0,0,0,0,0,0,0,0
30091,1,0,0,1,0,0,0,0,0
30092,0,0,1,1,1,0,1,1,0
30093,0,0,0,0,0,0,0,0,0
30094,0,0,0,1,1,0,1,1,1
30095,0,1,1,1,1,0,1,1,1
30096,0,0,0,1,1,0,0,0,0
30097,0,0,0,0,0,0,0,0,0
30098,0,0,0,0,0,0,0,0,0
30099,0,0,0,0,0,0,0,0,0
30100,0,0,0,0,0,0,0,0,0
30101,0,0,0,1,1,0,1,1,1
30102,0,0,1,1,1,0,1,0,0
30103,0,0,0,0,0,0,0,0,0
30104,0,0,0,0,0,0,0,0,0
30105,1,1,1,1,1,0,0,1,1
30106,0,1,0,1,1,0,0,0,0
30107,0,0,1,1,1,0,1,0,1
30108,0,0,0,0,0,0,0,0,0
30109,0,0,0,0,0,0,0,0,0
30110,0,0,1,1,1,0,1,1,1
30111,0,0,0,1,1,0,1,0,0
30112,0,0,0,1,1,0,0,0,0
30113,0,0,0,0,0,0,0,0,0
30114,0,0,0,1,0,0,0,0,0
30115,0,1,1,0,0,0,0,0,0
30116,0,0,0,1,1,0,0,0,0
30117,0,1,1,1,1,0,1,1,1
30118,0,0,0,0,0,0,0,0,0
30119,0,1,1,1,0,0,1,0,1
30120,0,0,0,1,1,0,0,0,0
30121,0,0,0,1,1,0,0,0,0
30122,0,0,0,0,0,0,0,0,0
30123,0,0,0,1,1,0,0,0,1
30124,0,1,1,1,1,1,0,0,1
30125,0,0,0,0,0,0,0,0,0
30126,0,0,0,1,0,0,0,0,0
30127,0,0,0,1,0,0,0,0,0
30128,1,0,0,0,0,0,0,0,0
30129,0,0,0,0,0,0,0,0,0
30130,1,1,1,1,1,0,1,1,1
30131,0,0,0,0,0,0,0,0,0
30132,0,1,1,1,1,0,1,0,1
30133,0,0,0,0,0,0,0,0,0
30134,0,1,1,1,1,0,0,0,0
30135,0,0,0,0,0,0,0,0,0
30136,1,1,1,1,1,0,1,0,1
30137,0,0,0,0,0,0,0,0,0
30138,0,1,1,1,1,0,1,1,1
30139,0,0,0,1,0,0,0,0,1
30140,0,0,0,0,0,0,0,0,0
30141,0,0,0,0,0,0,0,0,0
30142,0,0,0,0,0,0,0,0,0
30143,0,0,0,1,0,0,0,0,0
30144,0,0,0,0,0,0,0,0,0
30145,0,0,0,0,0,0,0,0,0
30146,0,0,0,0,0,0,0,0,0
30147,0,0,0,1,1,0,0,0,0
30148,0,0,0,0,0,0,0,0,0
30149,0,0,0,0,1,0,0,0,0
30150,0,1,0,1,1,0,1,1,1
30151,0,0,0,1,0,0,0,0,0
30152,0,0,0,0,0,0,0,0,0
30153,0,0,0,0,0,0,0,0,0
30154,0,1,1,1,1,0,1,0,0
30155,0,1,1,1,0,0,0,0,0
30156,0,0,0,0,0,0,0,0,0
30157,0,0,1,1,1,1,1,1,1
30158,0,0,0,0,0,0,0,0,0
30159,0,0,0,1,0,0,0,0,0
30160,0,1,1,1,1,0,1,1,1
30161,0,0,0,0,0,0,0,0,0
30162,0,0,0,0,0,0,0,0,0
30163,0,0,0,0,0,1,0,0,0
30164,0,0,1,1,1,0,1,1,1
30165,0,0,0,1,1,0,1,1,1
30166,0,0,1,1,1,0,1,1,1
30167,0,0,0,0,0,0,0,0,0
30168,0,0,0,1,1,0,0,0,0
30169,0,0,0,1,1,0,0,0,0
30170,0,1,1,1,1,0,1,1,1
30171,0,1,1,1,1,0,1,1,1
30172,0,0,0,0,0,0,0,0,0
30173,0,0,0,1,1,0,1,0,0
30174,0,0,0,0,0,0,0,0,0
30175,0,0,0,0,0,0,0,0,0
30176,0,0,0,0,0,0,0,0,0
30177,0,0,1,1,1,0,1,1,1
30178,0,0,0,0,0,0,0,0,0
30179,0,0,1,0,0,1,0,0,0
30180,0,0,0,1,0,0,0,0,0
30181,0,0,0,1,1,0,0,0,0
30182,0,0,0,0,0,0,0,0,0
30183,0,0,0,0,0,0,0,0,0
30184,0,0,0,1,1,0,0,1,0
30185,0,0,0,1,0,0,0,0,0
30186,0,0,0,0,0,0,0,0,0
30187,0,0,0,1,1,0,1,1,1
30188,1,1,1,1,1,0,1,0,1
30189,0,0,1,1,1,0,1,0,1
30190,0,0,0,0,0,0,0,0,0
30191,0,0,0,0,0,0,0,0,0
30192,0,0,0,0,0,0,0,0,0
30193,0,0,0,1,1,0,0,0,0
30194,0,0,0,0,0,0,0,0,0
30195,0,0,0,1,1,0,0,0,0
30196,1,0,0,0,0,0,0,0,0
30197,0,0,0,1,1,0,1,1,1
30198,0,0,0,0,0,0,0,0,0
30199,0,0,0,1,0,0,0,0,0
30200,0,0,0,1,1,0,0,0,0
30201,0,0,1,1,1,0,0,0,0
30202,0,0,0,0,0,0,0,0,0
30203,1,1,1,1,1,0,1,1,1
30204,0,1,1,1,1,0,1,1,1
30205,0,1,1,1,1,0,1,0,1
30206,0,0,0,1,0,0,1,0,0
30207,0,1,1,1,1,0,1,0,1
30208,0,0,1,1,1,0,1,1,0
30209,0,1,1,1,1,0,1,1,1
30210,0,0,0,0,0,0,0,0,0
30211,1,0,0,1,1,0,1,1,0
30212,0,0,1,1,1,0,1,1,1
30213,0,0,1,1,1,0,1,1,1
30214,0,0,0,0,0,0,0,0,0
30215,0,1,1,1,1,0,1,1,1
30216,0,0,0,0,0,0,0,0,0
30217,0,0,0,0,0,0,0,0,0
30218,0,0,1,1,1,0,1,0,0
30219,0,0,0,1,0,0,1,0,0
30220,0,0,0,1,0,0,0,0,0
30221,0,0,0,0,0,0,0,0,0
30222,0,0,0,0,0,0,1,0,1
30223,0,1,0,1,1,0,0,0,0
30224,0,0,0,0,0,0,0,0,0
30225,0,0,0,0,0,0,0,0,0
30226,0,0,0,1,1,0,0,0,0
30227,0,1,1,1,1,0,1,1,1
30228,0,0,0,1,0,0,0,0,0
30229,0,0,0,1,1,0,1,0,0
30230,0,0,0,1,0,0,0,1,0
30231,0,0,0,1,1,0,0,0,0
30232,0,0,0,1,1,0,0,0,0
30233,0,0,0,1,1,0,1,1,0
30234,0,0,1,1,1,0,1,1,1
30235,0,0,0,0,0,0,0,0,0
30236,0,0,0,1,0,0,0,0,0
30237,0,0,0,0,0,0,0,0,0
30238,0,0,0,0,0,0,0,0,0
30239,0,0,1,0,0,0,0,0,0
30240,0,1,1,0,0,0,0,0,0
30241,0,0,0,1,0,0,1,0,0
30242,0,0,1,1,0,0,0,0,0
30243,1,1,1,1,1,0,1,0,0
30244,0,0,0,1,1,0,1,0,0
30245,0,0,0,0,0,0,0,0,0
30246,0,0,1,1,1,0,1,1,1
30247,0,0,0,0,0,0,0,0,0
30248,0,0,0,1,1,0,1,0,0
30249,0,0,0,0,0,0,0,0,0
30250,0,0,1,1,1,0,1,1,1
30251,0,0,0,1,1,0,0,0,0
30252,1,1,1,1,1,0,1,1,1
30253,0,0,0,0,0,0,0,0,0
30254,0,0,0,0,0,0,0,0,0
30255,0,0,1,0,0,0,0,0,0
30256,0,0,0,1,1,0,1,0,0
30257,0,0,0,1,1,0,0,1,1
30258,0,0,0,0,0,0,0,0,0
30259,1,1,1,1,1,0,1,1,1
30260,0,0,0,0,0,0,0,0,0
30261,0,0,0,0,0,0,0,0,0
30262,0,0,1,1,1,0,1,0,0
30263,0,0,1,1,1,0,0,0,0
30264,0,0,0,0,0,0,0,0,0
30265,0,0,0,0,0,0,0,0,1
30266,0,0,0,1,1,0,0,0,0
30267,0,0,0,0,0,0,0,0,0
30268,0,0,0,0,0,0,0,0,0
30269,1,1,1,1,1,0,1,1,1
30270,0,0,0,0,0,0,0,0,0
30271,0,0,0,0,0,0,0,0,1
30272,0,0,0,0,0,0,0,1,0
30273,0,0,0,0,0,0,0,0,0
30274,1,1,1,1,1,0,1,0,1
30275,0,0,0,1,0,0,0,0,0
30276,0,0,0,1,1,0,0,0,0
30277,0,0,0,1,1,0,1,0,0
30278,0,0,0,0,0,0,0,0,0
30279,0,0,0,1,0,0,0,0,0
30280,0,0,0,0,0,0,0,1,0
30281,0,0,1,1,1,0,1,1,1
30282,0,0,1,1,0,0,0,0,1
30283,0,0,1,1,1,0,0,1,0
30284,0,0,0,0,0,0,0,0,0
30285,0,0,0,0,0,0,0,0,0
30286,0,0,0,1,1,0,1,0,1
30287,0,0,0,1,0,0,0,0,0
30288,0,0,0,1,0,0,0,0,0
30289,0,0,0,1,1,0,0,0,0
30290,0,0,0,0,0,0,0,0,0
30291,0,0,0,0,0,0,0,0,0
30292,0,0,0,1,1,0,1,0,0
30293,0,0,0,1,1,0,1,1,1
30294,0,0,1,1,1,0,1,0,1
30295,0,0,1,1,0,1,0,0,0
30296,0,0,0,1,1,0,1,0,0
30297,0,0,0,1,0,0,0,0,0
30298,0,1,1,1,1,1,1,0,0
30299,0,0,0,0,0,0,0,0,0
30300,0,0,0,0,0,0,0,0,0
30301,0,0,0,0,0,0,0,0,0
30302,0,0,0,1,1,0,0,0,1
30303,0,0,0,1,1,0,1,1,1
30304,0,0,1,1,1,0,0,0,0
30305,1,1,1,1,1,0,1,1,1
30306,0,0,0,0,0,0,0,0,0
30307,1,0,0,0,0,0,0,0,0
30308,0,0,0,0,0,0,0,0,0
30309,0,0,1,0,0,0,0,0,0
30310,0,1,1,1,1,0,1,0,1
30311,0,0,0,1,1,0,1,0,0
30312,0,0,1,1,1,0,1,0,1
30313,0,0,0,1,0,0,0,0,0
30314,0,0,0,1,0,0,0,0,0
30315,1,1,1,1,1,0,1,1,1
30316,0,0,0,0,0,0,0,0,0
30317,0,0,0,1,0,0,0,0,0
30318,0,0,0,1,1,0,0,1,1
30319,0,0,1,1,1,0,1,0,1
30320,0,1,1,1,1,1,1,0,1
30321,0,0,0,0,0,0,0,0,0
30322,0,0,0,0,0,0,0,0,0
30323,0,0,0,0,0,0,0,0,0
30324,0,0,0,0,0,0,0,0,0
30325,0,0,0,0,0,0,0,0,0
30326,0,0,0,1,1,0,0,0,0
30327,0,0,0,1,0,0,0,0,0
30328,1,0,0,1,1,0,0,0,1
30329,0,0,0,1,0,0,0,0,0
30330,0,1,1,1,1,1,1,1,1
30331,0,0,0,0,0,0,0,0,0
30332,0,0,0,1,0,0,0,0,0
30333,0,0,0,1,1,0,0,1,0
30334,0,0,1,1,1,0,1,1,1
30335,0,0,1,1,1,0,1,1,0
30336,0,1,1,1,1,0,1,0,1
30337,0,0,0,1,1,0,1,1,0
30338,0,0,0,0,0,0,0,0,0
30339,0,0,0,1,0,0,0,0,0
30340,0,0,0,0,0,0,0,0,0
30341,0,0,0,0,0,0,0,0,0
30342,0,0,0,0,0,0,0,0,0
30343,0,1,1,1,1,0,1,1,1
30344,0,0,0,0,0,0,0,0,0
30345,1,1,1,1,1,0,1,0,1
30346,0,0,0,0,0,0,0,0,0
30347,0,0,0,0,0,0,0,0,0
30348,0,0,0,1,1,0,0,0,0
30349,0,0,1,1,1,0,1,1,1
30350,0,0,0,0,0,0,0,0,0
30351,0,0,0,0,0,0,0,0,0
30352,0,0,0,1,0,0,0,0,0
30353,0,0,0,0,0,0,0,0,0
30354,1,0,0,0,0,0,0,0,0
30355,0,0,0,0,1,0,0,0,0
30356,0,0,0,1,1,0,0,1,0
30357,0,0,0,0,0,0,0,0,0
30358,0,1,1,1,1,1,1,0,1
30359,0,0,0,1,1,0,0,1,0
30360,0,0,0,0,0,0,0,0,0
30361,1,0,0,1,1,0,0,0,0
30362,0,0,0,1,0,0,0,0,0
30363,0,1,1,1,1,1,1,1,1
30364,0,0,0,1,0,0,0,0,0
30365,0,0,0,0,0,0,0,0,0
30366,0,0,0,0,0,0,0,0,0
30367,0,1,1,1,1,0,1,0,1
30368,0,0,0,0,0,0,0,0,0
30369,0,0,0,1,1,0,0,0,0
30370,0,0,1,1,1,0,1,1,0
30371,0,1,1,1,0,0,1,0,1
30372,0,0,0,0,0,0,0,0,0
30373,0,0,0,0,0,0,0,0,0
30374,0,0,0,0,0,0,0,0,0
30375,0,0,0,0,0,0,0,0,0
30376,0,1,1,1,1,0,1,0,1
30377,0,1,1,1,0,0,0,0,0
30378,0,0,1,1,0,0,0,0,1
30379,0,1,1,0,0,0,0,0,0
30380,0,0,0,1,1,0,0,0,0
30381,0,0,0,1,0,0,0,0,0
30382,0,0,0,0,0,0,0,0,0
30383,0,0,0,1,1,0,0,0,0
30384,0,0,0,1,1,0,0,0,1
30385,0,0,0,0,0,0,0,0,0
30386,0,0,0,1,1,0,0,0,0
30387,0,0,0,0,0,0,0,0,0
30388,1,0,0,1,1,0,0,1,1
30389,0,0,0,0,0,0,0,0,0
30390,0,1,1,1,1,0,1,0,1
30391,0,0,0,0,0,0,0,0,0
30392,0,0,1,1,0,0,0,1,0
30393,1,0,0,1,1,0,1,0,1
30394,0,0,0,0,0,0,0,0,0
30395,0,1,1,1,1,0,1,1,1
30396,0,0,0,0,0,0,0,0,0
30397,0,0,0,0,0,0,0,0,0
30398,0,0,0,1,1,0,1,1,0
30399,0,0,0,1,1,0,0,0,1
30400,0,0,0,0,0,0,0,0,0
30401,0,0,0,0,0,0,0,0,0
30402,1,0,0,1,0,0,0,0,0
30403,0,0,0,0,0,0,0,0,0
30404,0,0,0,1,1,0,1,0,0
30405,0,0,1,1,1,0,1,1,1
30406,1,0,0,1,1,0,0,0,0
30407,0,0,0,0,0,0,0,0,0
30408,0,0,0,0,0,0,0,0,0
30409,0,0,0,1,1,0,0,0,0
30410,0,1,1,1,1,0,1,1,1
30411,0,1,1,1,1,0,1,1,1
30412,0,0,0,0,0,0,0,0,0
30413,0,0,0,0,0,0,0,0,0
30414,0,0,0,0,0,0,0,0,0
30415,0,0,0,0,0,0,0,0,0
30416,0,0,0,0,0,0,0,0,0
30417,0,1,1,1,1,0,0,1,1
30418,0,0,1,1,1,0,1,1,1
30419,0,0,0,0,0,0,0,0,0
30420,0,0,1,1,1,0,1,0,0
30421,0,0,1,1,1,0,1,1,0
30422,1,1,1,1,1,0,1,0,0
30423,0,1,1,1,1,0,1,1,1
30424,0,0,0,1,1,0,0,0,0
30425,0,0,0,0,0,0,0,0,0
30426,0,1,1,1,1,0,1,0,0
30427,0,0,0,1,0,0,1,0,0
30428,0,0,0,0,0,0,0,0,0
30429,0,0,0,0,0,0,0,0,0
30430,0,0,0,0,1,0,0,0,0
30431,0,0,0,1,1,0,0,0,0
30432,0,0,0,0,0,0,0,0,0
30433,0,1,1,1,0,0,0,0,0
30434,0,0,0,1,0,0,0,0,0
30435,0,0,0,0,0,0,0,0,0
30436,0,0,0,0,0,0,0,0,0
30437,0,0,0,1,1,0,1,1,0
30438,0,0,0,0,0,0,0,0,1
30439,0,1,1,1,1,0,1,1,1
30440,0,0,0,0,0,0,0,0,0
30441,0,0,0,1,1,0,0,0,0
30442,0,0,1,1,1,0,1,0,0
30443,0,0,0,1,1,0,0,0,0
30444,0,1,1,1,1,0,1,0,1
30445,1,1,1,1,1,0,1,0,0
30446,0,0,0,0,0,0,0,0,0
30447,0,0,0,0,0,0,0,0,0
30448,1,1,1,1,1,0,1,1,1
30449,0,0,0,0,0,0,0,0,0
30450,0,1,1,1,1,1,1,0,1
30451,0,1,1,1,1,1,1,1,1
30452,0,0,0,1,1,0,0,0,0
30453,0,0,1,0,0,0,0,0,0
30454,0,0,0,0,0,0,0,0,0
30455,0,0,0,0,0,0,0,0,0
30456,0,0,0,1,0,0,1,0,0
30457,0,1,0,1,1,0,0,0,0
30458,0,1,1,1,1,1,1,1,1
30459,0,1,1,1,0,0,0,0,0
30460,0,0,0,0,0,0,0,0,0
30461,0,0,0,1,1,0,0,0,0
30462,0,0,0,1,1,0,0,0,0
30463,0,0,0,0,0,0,0,0,0
30464,0,0,0,1,1,0,0,1,1
30465,0,0,0,1,1,0,0,1,1
30466,0,0,0,0,0,0,0,0,0
30467,1,1,1,1,1,0,1,1,1
30468,0,0,0,0,0,0,0,0,0
30469,0,1,1,1,0,0,0,0,0
30470,0,0,0,0,0,0,0,0,0
30471,0,1,1,0,0,0,0,0,0
30472,0,1,1,1,0,0,0,0,0
30473,0,0,0,1,1,0,1,0,1
30474,0,0,0,1,1,0,0,0,0
30475,0,0,0,1,1,0,0,0,0
30476,0,0,1,1,1,0,0,1,0
30477,0,0,0,1,1,0,1,0,0
30478,0,1,1,1,0,1,1,0,0
30479,0,0,0,0,0,0,0,0,0
30480,0,1,1,0,0,0,0,0,0
30481,0,0,0,1,0,0,0,0,0
30482,0,0,0,0,0,0,0,0,1
30483,0,1,1,1,1,0,1,0,1
30484,0,0,0,0,0,0,0,0,0
30485,0,0,1,1,1,0,1,1,0
30486,0,0,0,1,1,0,0,0,0
30487,0,0,0,0,0,0,0,0,0
30488,1,0,1,1,1,0,0,1,0
30489,0,0,0,0,0,0,0,0,0
30490,0,0,0,1,1,0,1,0,0
30491,0,0,1,1,1,0,1,0,0
30492,0,1,1,1,1,0,1,1,1
30493,0,1,1,0,0,0,0,0,1
30494,0,0,0,0,0,0,0,0,0
30495,0,0,0,1,1,0,0,0,0
30496,0,1,1,1,0,0,1,0,1
30497,0,0,1,1,1,0,1,1,1
30498,0,1,1,1,0,0,1,0,1
30499,0,0,0,1,1,0,1,1,0
30500,0,1,1,1,0,0,0,0,1
30501,0,0,0,0,0,0,0,0,0
30502,0,1,1,1,0,0,0,0,1
30503,0,0,0,0,0,0,0,0,0
30504,0,0,0,0,0,0,0,0,0
30505,0,0,0,0,0,0,0,0,0
30506,0,0,0,0,0,0,0,0,0
30507,0,0,0,1,1,0,1,0,0
30508,1,0,0,1,1,0,1,1,0
30509,0,0,0,1,0,0,0,1,0
30510,0,1,1,1,1,0,1,1,1
30511,0,0,0,0,0,0,0,0,0
30512,0,0,0,0,0,0,0,0,0
30513,0,0,1,0,0,0,0,0,1
30514,0,0,0,1,0,0,0,0,0
30515,0,0,1,1,1,1,1,0,0
30516,0,0,0,1,0,0,0,1,0
30517,0,0,1,1,1,0,1,1,0
30518,0,0,0,0,0,0,0,0,0
30519,0,0,1,1,1,0,1,0,0
30520,0,0,0,0,0,0,0,0,0
30521,0,0,0,0,0,0,0,0,0
30522,0,0,1,1,1,0,1,0,0
30523,0,1,1,1,1,0,1,1,1
30524,0,0,0,1,1,0,0,1,0
30525,0,0,0,0,0,0,0,0,0
30526,0,0,0,0,0,0,0,0,0
30527,0,0,1,1,1,0,1,0,1
30528,0,0,0,0,0,0,0,0,0
30529,0,0,0,0,0,0,0,0,0
30530,0,0,0,1,1,0,1,0,0
30531,0,1,1,1,1,0,1,0,0
30532,0,0,0,1,1,0,1,0,0
30533,0,0,0,0,0,0,0,0,0
30534,0,0,0,0,0,0,0,0,0
30535,1,0,0,1,1,0,0,0,0
30536,0,0,0,1,1,0,0,0,0
30537,0,0,0,1,1,0,0,1,0
30538,0,1,1,1,1,0,1,1,1
30539,0,0,0,0,0,0,0,0,0
30540,0,0,1,1,1,0,1,1,1
30541,0,0,0,0,0,0,0,0,0
30542,0,1,1,1,1,0,1,0,0
30543,0,0,0,1,0,0,0,0,0
30544,0,0,0,0,1,0,0,0,0
30545,0,0,0,1,1,0,1,0,0
30546,0,0,0,0,0,0,0,0,0
30547,0,0,0,1,1,0,0,0,1
30548,0,0,1,1,1,0,1,0,1
30549,0,0,0,1,1,0,0,0,0
30550,0,0,0,1,0,0,0,0,0
30551,0,0,0,1,1,0,0,0,0
30552,0,0,0,0,0,0,0,0,0
30553,0,0,0,1,0,0,1,0,0
30554,0,0,0,1,1,0,0,0,0
30555,0,0,0,1,1,0,0,0,0
30556,0,0,0,1,1,0,0,0,0
30557,0,0,0,1,1,0,0,0,0
30558,0,0,0,1,0,0,0,0,0
30559,0,0,0,0,0,0,0,0,0
30560,0,0,0,0,0,0,0,0,0
30561,0,1,1,1,1,0,1,0,1
30562,1,0,1,1,1,0,1,1,1
30563,0,0,0,1,1,0,1,1,0
30564,0,0,1,1,1,0,1,1,1
30565,0,1,1,1,0,0,0,0,0
30566,0,0,0,1,0,0,0,0,0
30567,0,1,1,1,0,0,0,0,0
30568,0,0,0,0,0,0,0,0,0
30569,0,0,1,1,1,0,0,0,0
30570,0,0,0,0,0,0,0,0,0
30571,0,0,0,0,0,0,0,0,0
30572,0,0,0,1,1,0,1,1,0
30580,0,0,0,0,0,0,0,0,0
30581,0,0,0,0,0,0,0,0,0
30582,1,1,1,1,1,0,1,1,1
30583,0,0,0,0,0,0,0,0,0
30584,0,0,0,0,0,0,0,0,0
30585,0,0,0,1,1,0,1,0,0
30586,0,0,0,0,0,0,0,0,0
30587,0,0,0,1,1,0,1,1,0
30588,0,0,0,0,0,0,0,0,0
30589,0,0,1,0,0,0,0,0,0
30590,0,1,1,1,1,0,1,0,1
30591,0,1,1,1,1,0,1,1,1
30592,1,1,1,1,1,0,0,0,1
30593,0,0,0,0,0,0,0,0,0
30594,0,0,0,0,0,0,0,0,0
30595,0,0,0,0,0,0,0,0,0
30596,0,0,0,0,0,0,0,0,0
30597,0,0,1,1,0,0,0,0,0
30598,0,0,0,1,1,0,1,0,0
30599,0,1,1,1,1,0,1,0,1
30600,0,0,0,1,1,0,1,1,1
30601,0,0,0,0,0,0,0,0,0
30602,0,0,0,1,1,0,0,0,0
30603,0,1,1,1,1,0,1,1,1
30604,0,1,1,1,1,0,1,0,0
30605,0,0,1,1,1,0,1,1,1
30606,0,0,0,0,0,0,0,0,0
30607,0,0,0,0,0,0,0,0,0
30608,0,0,0,0,0,0,0,0,0
30609,0,1,1,1,1,0,1,1,1
30610,0,0,1,1,1,0,1,0,0
30611,0,1,1,1,1,0,1,0,0
30612,0,1,1,1,1,1,1,1,1
30613,0,0,0,1,0,0,0,0,0
30614,0,0,0,0,0,0,0,0,0
30615,0,0,0,1,0,0,0,0,0
30616,0,0,0,0,0,0,0,0,0
30617,0,0,0,1,0,0,0,0,0
30618,0,0,0,0,0,0,0,0,0
30619,0,1,1,1,1,0,1,0,1
30620,0,0,0,0,0,0,0,0,0
30621,0,0,0,0,0,0,0,0,0
30622,0,1,1,1,1,0,1,1,1
30623,0,1,1,1,1,0,1,0,1
30624,0,0,0,1,1,0,0,1,0
30625,0,0,0,0,0,0,0,0,0
30626,0,0,0,1,0,1,0,0,0
30627,0,0,0,0,0,0,0,0,1
30628,0,0,1,1,1,0,0,0,0
30629,0,0,0,1,1,0,0,0,0
30630,0,0,0,1,0,0,0,0,0
30631,0,0,0,1,1,0,1,0,0
30632,0,1,1,0,0,0,0,0,0
30633,0,0,0,1,0,0,1,0,0
30634,0,0,0,1,1,0,0,0,0
30635,0,0,0,1,1,0,1,0,1
30636,0,0,0,0,0,0,0,0,0
30637,0,0,0,1,0,0,1,0,0
30638,0,0,1,1,1,0,1,0,1
30639,0,1,1,1,1,0,1,1,1
30640,0,1,1,1,1,0,1,0,1
30641,0,0,0,0,0,0,0,0,0
30642,0,0,0,1,0,0,0,0,0
30643,0,0,1,1,1,0,1,0,0
30644,0,0,0,1,0,0,0,0,0
30645,0,0,1,1,1,0,1,1,0
30646,0,0,0,1,1,0,1,0,0
30647,0,1,1,1,1,0,1,0,1
30648,0,1,1,1,1,0,1,0,1
30649,0,1,0,1,0,0,0,0,1
30650,0,0,0,0,0,0,0,0,0
30651,0,0,0,0,0,0,0,0,0
30652,0,0,1,1,1,0,1,1,1
30653,0,1,1,1,1,1,1,0,1
30654,0,0,0,1,0,0,0,0,0
30655,1,0,1,1,1,0,1,1,1
30656,0,0,0,1,0,0,0,0,0
30657,0,0,0,0,0,0,0,1,0
30658,0,0,0,0,0,0,0,0,0
30659,0,0,0,0,0,0,0,0,0
30660,0,0,0,1,0,0,0,1,0
30661,1,1,1,1,1,0,1,0,1
30662,0,0,0,1,1,0,1,1,1
30663,1,0,0,1,1,0,0,0,1
30664,0,0,0,1,1,0,0,1,0
30665,0,0,0,0,0,0,0,0,0
30666,0,0,0,1,1,0,0,0,0
30667,1,0,0,1,1,0,0,0,0
30668,0,0,0,0,0,0,0,0,0
30669,0,0,0,1,1,0,1,0,0
30670,0,0,1,1,1,0,0,0,0
